admitir,mi,t,ir,1,0,0,0,to,0,admito
admitir,mi,t,ir,2,0,0,0,tes,0,admites
admitir,mi,t,ir,3,0,0,0,te,0,admite
admitir,mi,t,ir,1,1,0,0,*timos,0,admitimos
admitir,mi,t,ir,2,1,0,0,*tis,0,admitís
admitir,mi,t,ir,3,1,0,0,ten,0,admiten
admitir,mi,t,ir,1,0,1,0,*tia,0,admitía
admitir,mi,t,ir,2,0,1,0,*tias,0,admitías
admitir,mi,t,ir,3,0,1,0,*tia,0,admitía
admitir,mi,t,ir,1,1,1,0,*tiamos,0,admitíamos
admitir,mi,t,ir,2,1,1,0,*tiajs,0,admitíais
admitir,mi,t,ir,3,1,1,0,*tian,0,admitían
admitir,mi,t,ir,1,0,2,0,*ti,0,admití
admitir,mi,t,ir,2,0,2,0,*tiste,0,admitiste
admitir,mi,t,ir,3,0,2,0,*tjo,0,admitió
admitir,mi,t,ir,1,1,2,0,*timos,0,admitimos
admitir,mi,t,ir,2,1,2,0,tis*tejs,0,admitisteis
admitir,mi,t,ir,3,1,2,0,*tjeron,0,admitieron
admitir,mi,t,ir,1,0,1,0,ti*re,0,admitiré
admitir,mi,t,ir,2,0,1,0,ti*ras,0,admitirás
admitir,mi,t,ir,3,0,1,0,ti*ra,0,admitirá
admitir,mi,t,ir,1,1,1,0,ti*remos,0,admitiremos
admitir,mi,t,ir,2,1,1,0,ti*rejs,0,admitiréis
admitir,mi,t,ir,3,1,1,0,ti*ran,0,admitirán
admitir,mi,t,ir,1,0,2,0,ti*ria,0,admitiría
admitir,mi,t,ir,2,0,2,0,ti*rias,0,admitirías
admitir,mi,t,ir,3,0,2,0,ti*ria,0,admitiría
admitir,mi,t,ir,1,1,2,0,ti*riamos,0,admitiríamos
admitir,mi,t,ir,2,1,2,0,ti*riajs,0,admitiríais
admitir,mi,t,ir,3,1,2,0,ti*rian,0,admitirían
admitir,mi,t,ir,1,0,0,1,ta,0,admita
admitir,mi,t,ir,2,0,0,1,tas,0,admitas
admitir,mi,t,ir,3,0,0,1,ta,0,admita
admitir,mi,t,ir,1,1,0,1,*tamos,0,admitamos
admitir,mi,t,ir,2,1,0,1,*tajs,0,admitáis
admitir,mi,t,ir,3,1,0,1,tan,0,admitan
admitir,mi,t,ir,1,0,1,1,*tjera,0,admitiera
admitir,mi,t,ir,2,0,1,1,*tjeras,0,admitieras
admitir,mi,t,ir,3,0,1,1,*tjera,0,admitiera
admitir,mi,t,ir,1,1,1,1,*tjeramos,0,admitiéramos
admitir,mi,t,ir,2,1,1,1,tje*rajs,0,admitierais
admitir,mi,t,ir,3,1,1,1,*tjeran,0,admitieran
admitir,mi,t,ir,1,0,1,1,*tjere,0,admitiere
admitir,mi,t,ir,2,0,1,1,*tjeres,0,admitieres
admitir,mi,t,ir,3,0,1,1,*tjere,0,admitiere
admitir,mi,t,ir,1,1,1,1,*tjeremos,0,admitiéremos
admitir,mi,t,ir,2,1,1,1,tje*rejs,0,admitiereis
admitir,mi,t,ir,3,1,1,1,*tjeren,0,admitieren
admitir,mi,t,ir,0,0,0,2,-,-,–
admitir,mi,t,ir,2,0,0,2,te,0,admite
admitir,mi,t,ir,0,0,0,2,ta,0,admita
admitir,mi,t,ir,1,1,0,2,*tamos,0,admitamos
admitir,mi,t,ir,2,1,0,2,*tid,0,admitid
admitir,mi,t,ir,0,0,0,2,tan,0,admitan
permitir,mi,t,ir,1,0,0,0,to,0,permito
permitir,mi,t,ir,2,0,0,0,tes,0,permites
permitir,mi,t,ir,3,0,0,0,te,0,permite
permitir,mi,t,ir,1,1,0,0,*timos,0,permitimos
permitir,mi,t,ir,2,1,0,0,*tis,0,permitís
permitir,mi,t,ir,3,1,0,0,ten,0,permiten
permitir,mi,t,ir,1,0,1,0,*tia,0,permitía
