agregar,"&gamma.re","&gamma.",ar,1,0,0,0,"&gamma.o",0,agrego
agregar,"&gamma.re","&gamma.",ar,2,0,0,0,"&gamma.as",0,agregas
agregar,"&gamma.re","&gamma.",ar,3,0,0,0,"&gamma.a",0,agrega
agregar,"&gamma.re","&gamma.",ar,1,1,0,0,"*&gamma.amos",0,agregamos
agregar,"&gamma.re","&gamma.",ar,2,1,0,0,*gajs,0,agregáis
agregar,"&gamma.re","&gamma.",ar,3,1,0,0,"&gamma.an",0,agregan
agregar,"&gamma.re","&gamma.",ar,1,0,1,0,"*&gamma.a&beta.a",0,agregaba
agregar,"&gamma.re","&gamma.",ar,2,0,1,0,"*&gamma.a&beta.as",0,agregabas
agregar,"&gamma.re","&gamma.",ar,3,0,1,0,"*&gamma.a&beta.a",0,agregaba
agregar,"&gamma.re","&gamma.",ar,1,1,1,0,"*ga&beta.amos",0,agregábamos
agregar,"&gamma.re","&gamma.",ar,2,1,1,0,"&gamma.a*&beta.ajs",0,agregabais
agregar,"&gamma.re","&gamma.",ar,3,1,1,0,"*&gamma.a&beta.an",0,agregaban
agregar,"&gamma.re","&gamma.",ar,1,0,2,0,"*&gamma.we",0,agregué
agregar,"&gamma.re","&gamma.",ar,2,0,2,0,"*&gamma.aste",0,agregaste
agregar,"&gamma.re","&gamma.",ar,3,0,2,0,*go,0,agregó
agregar,"&gamma.re","&gamma.",ar,1,1,2,0,"*&gamma.amos",0,agregamos
agregar,"&gamma.re","&gamma.",ar,2,1,2,0,"&gamma.as*tejs",0,agregasteis
agregar,"&gamma.re","&gamma.",ar,3,1,2,0,"*&gamma.aron",0,agregaron
agregar,"&gamma.re","&gamma.",ar,1,0,1,0,"&gamma.a*re",0,agregaré
agregar,"&gamma.re","&gamma.",ar,2,0,1,0,"&gamma.a*ras",0,agregarás
agregar,"&gamma.re","&gamma.",ar,3,0,1,0,"&gamma.a*ra",0,agregará
agregar,"&gamma.re","&gamma.",ar,1,1,1,0,"&gamma.a*remos",0,agregaremos
agregar,"&gamma.re","&gamma.",ar,2,1,1,0,"&gamma.a*rejs",0,agregaréis
agregar,"&gamma.re","&gamma.",ar,3,1,1,0,"&gamma.a*ran",0,agregarán
agregar,"&gamma.re","&gamma.",ar,1,0,2,0,"&gamma.a*ria",0,agregaría
agregar,"&gamma.re","&gamma.",ar,2,0,2,0,"&gamma.a*rias",0,agregarías
agregar,"&gamma.re","&gamma.",ar,3,0,2,0,"&gamma.a*ria",0,agregaría
agregar,"&gamma.re","&gamma.",ar,1,1,2,0,"&gamma.a*riamos",0,agregaríamos
agregar,"&gamma.re","&gamma.",ar,2,1,2,0,"&gamma.a*riajs",0,agregaríais
agregar,"&gamma.re","&gamma.",ar,3,1,2,0,"&gamma.a*rian",0,agregarían
agregar,"&gamma.re","&gamma.",ar,1,0,0,1,"&gamma.e",0,agregue
agregar,"&gamma.re","&gamma.",ar,2,0,0,1,"&gamma.es",0,agregues
agregar,"&gamma.re","&gamma.",ar,3,0,0,1,"&gamma.e",0,agregue
agregar,"&gamma.re","&gamma.",ar,1,1,0,1,"*&gamma.emos",0,agreguemos
agregar,"&gamma.re","&gamma.",ar,2,1,0,1,"*&gamma.wejs",0,agreguéis
agregar,"&gamma.re","&gamma.",ar,3,1,0,1,"&gamma.en",0,agreguen
agregar,"&gamma.re","&gamma.",ar,1,0,1,1,"*&gamma.ara",0,agregara
agregar,"&gamma.re","&gamma.",ar,2,0,1,1,"*&gamma.aras",0,agregaras
agregar,"&gamma.re","&gamma.",ar,3,0,1,1,"*&gamma.ara",0,agregara
agregar,"&gamma.re","&gamma.",ar,1,1,1,1,*garamos,0,agregáramos
agregar,"&gamma.re","&gamma.",ar,2,1,1,1,"&gamma.a*rajs",0,agregarais
agregar,"&gamma.re","&gamma.",ar,3,1,1,1,"*&gamma.aran",0,agregaran
