entretener,er,te,NULL,te,n,1,0,0,0,ten,go,1,1,entretengo
entretener,er,te,NULL,te,n,1,0,2,0,tu,ve,1,1,entretuve
entretener,er,te,NULL,te,n,2,0,2,0,tu,viste,1,1,entretuviste
entretener,er,te,NULL,te,n,3,0,2,0,tu,vo,1,1,entretuvo
entretener,er,te,NULL,te,n,1,1,2,0,tu,vimos,1,1,entretuvimos
entretener,er,te,NULL,te,n,2,1,2,0,tu,visteis,1,1,entretuvisteis
entretener,er,te,NULL,te,n,3,1,2,0,tu,vieron,1,1,entretuvieron
entretener,er,te,NULL,te,n,1,0,3,0,ten,dré,1,1,entretendré
entretener,er,te,NULL,te,n,2,0,3,0,ten,drás,1,1,entretendrás
entretener,er,te,NULL,te,n,3,0,3,0,ten,drá,1,1,entretendrá
entretener,er,te,NULL,te,n,1,1,3,0,ten,dremos,1,1,entretendremos
entretener,er,te,NULL,te,n,2,1,3,0,ten,dréis,1,1,entretendréis
entretener,er,te,NULL,te,n,3,1,3,0,ten,drán,1,1,entretendrán
entretener,er,te,NULL,te,n,1,0,4,0,ten,dría,1,1,entretendría
entretener,er,te,NULL,te,n,2,0,4,0,ten,drías,1,1,entretendrías
entretener,er,te,NULL,te,n,3,0,4,0,ten,dría,1,1,entretendría
entretener,er,te,NULL,te,n,1,1,4,0,ten,dríamos,1,1,entretendríamos
entretener,er,te,NULL,te,n,2,1,4,0,ten,dríais,1,1,entretendríais
entretener,er,te,NULL,te,n,3,1,4,0,ten,drían,1,1,entretendrían
entretener,er,te,NULL,te,n,1,0,0,1,ten,ga,1,1,entretenga
entretener,er,te,NULL,te,n,2,0,0,1,ten,gas,1,1,entretengas
entretener,er,te,NULL,te,n,3,0,0,1,ten,ga,1,1,entretenga
entretener,er,te,NULL,te,n,1,1,0,1,ten,gamos,1,1,entretengamos
entretener,er,te,NULL,te,n,2,1,0,1,ten,gáis,1,1,entretengáis
entretener,er,te,NULL,te,n,3,1,0,1,ten,gan,1,1,entretengan
entretener,er,te,NULL,te,n,1,0,1,1,tu,viera,1,1,entretuviera
entretener,er,te,NULL,te,n,2,0,1,1,tu,vieras,1,1,entretuvieras
entretener,er,te,NULL,te,n,3,0,1,1,tu,viera,1,1,entretuviera
entretener,er,te,NULL,te,n,1,1,1,1,tu,viéramos,1,1,entretuviéramos
entretener,er,te,NULL,te,n,2,1,1,1,tu,vierais,1,1,entretuvierais
entretener,er,te,NULL,te,n,3,1,1,1,tu,vieran,1,1,entretuvieran
entretener,er,te,NULL,te,n,1,0,3,1,tu,viere,1,1,entretuviere
entretener,er,te,NULL,te,n,2,0,3,1,tu,vieres,1,1,entretuvieres
entretener,er,te,NULL,te,n,3,0,3,1,tu,viere,1,1,entretuviere
entretener,er,te,NULL,te,n,1,1,3,1,tu,viéremos,1,1,entretuviéremos
entretener,er,te,NULL,te,n,2,1,3,1,tu,viereis,1,1,entretuviereis
entretener,er,te,NULL,te,n,3,1,3,1,tu,vieren,1,1,entretuvieren
entretener,er,te,NULL,te,n,3,0,0,2,ten,ga,1,1,entretenga
entretener,er,te,NULL,te,n,1,1,0,2,ten,gamos,1,1,entretengamos
entretener,er,te,NULL,te,n,3,1,0,2,ten,gan,1,1,entretengan
atraer,er,tra,t,ra,NULL,1,0,0,0,trai,go,1,1,atraigo
atraer,er,tra,t,ra,NULL,1,0,0,1,trai,ga,1,1,atraiga
atraer,er,tra,t,ra,NULL,2,0,0,1,trai,gas,1,1,atraigas
atraer,er,tra,t,ra,NULL,3,0,0,1,trai,ga,1,1,atraiga
atraer,er,tra,t,ra,NULL,1,1,0,1,trai,gamos,1,1,atraigamos
atraer,er,tra,t,ra,NULL,2,1,0,1,trai,gáis,1,1,atraigáis
atraer,er,tra,t,ra,NULL,3,1,0,1,trai,gan,1,1,atraigan
atraer,er,tra,t,ra,NULL,3,0,0,2,trai,ga,1,1,atraiga
atraer,er,tra,t,ra,NULL,1,1,0,2,trai,gamos,1,1,atraigamos
atraer,er,tra,t,ra,NULL,3,1,0,2,trai,gan,1,1,atraigan
rogar,ar,ro,NULL,ro,g,1,0,0,1,rue,ue,1,1,ruegue
rogar,ar,ro,NULL,ro,g,2,0,0,1,rue,ues,1,1,ruegues
rogar,ar,ro,NULL,ro,g,3,0,0,1,rue,ue,1,1,ruegue
rogar,ar,ro,NULL,ro,g,3,1,0,1,rue,uen,1,1,rueguen
rogar,ar,ro,NULL,ro,g,3,0,0,2,rue,ue,1,1,ruegue
rogar,ar,ro,NULL,ro,g,3,1,0,2,rue,uen,1,1,rueguen
bendecir,ir,de,NULL,de,c,1,0,0,0,di,go,1,1,bendigo
bendecir,ir,de,NULL,de,c,1,0,2,0,di,je,1,1,bendije
bendecir,ir,de,NULL,de,c,2,0,2,0,di,jiste,1,1,bendijiste
bendecir,ir,de,NULL,de,c,3,0,2,0,di,jo,1,1,bendijo
bendecir,ir,de,NULL,de,c,1,1,2,0,di,jimos,1,1,bendijimos
bendecir,ir,de,NULL,de,c,2,1,2,0,di,jisteis,1,1,bendijisteis
bendecir,ir,de,NULL,de,c,3,1,2,0,di,jeron,1,1,bendijeron
bendecir,ir,de,NULL,de,c,1,0,0,1,di,ga,1,1,bendiga
bendecir,ir,de,NULL,de,c,2,0,0,1,di,gas,1,1,bendigas
bendecir,ir,de,NULL,de,c,3,0,0,1,di,ga,1,1,bendiga
bendecir,ir,de,NULL,de,c,1,1,0,1,di,gamos,1,1,bendigamos
bendecir,ir,de,NULL,de,c,2,1,0,1,di,gáis,1,1,bendigáis
bendecir,ir,de,NULL,de,c,3,1,0,1,di,gan,1,1,bendigan
bendecir,ir,de,NULL,de,c,1,0,1,1,di,jera,1,1,bendijera
bendecir,ir,de,NULL,de,c,2,0,1,1,di,jeras,1,1,bendijeras
bendecir,ir,de,NULL,de,c,3,0,1,1,di,jera,1,1,bendijera
bendecir,ir,de,NULL,de,c,1,1,1,1,di,jéramos,1,1,bendijéramos
bendecir,ir,de,NULL,de,c,2,1,1,1,di,jerais,1,1,bendijerais
bendecir,ir,de,NULL,de,c,3,1,1,1,di,jeran,1,1,bendijeran
bendecir,ir,de,NULL,de,c,1,0,3,1,di,jere,1,1,bendijere
bendecir,ir,de,NULL,de,c,2,0,3,1,di,jeres,1,1,bendijeres
bendecir,ir,de,NULL,de,c,3,0,3,1,di,jere,1,1,bendijere
bendecir,ir,de,NULL,de,c,1,1,3,1,di,jéremos,1,1,bendijéremos
bendecir,ir,de,NULL,de,c,2,1,3,1,di,jereis,1,1,bendijereis
bendecir,ir,de,NULL,de,c,3,1,3,1,di,jeren,1,1,bendijeren
bendecir,ir,de,NULL,de,c,3,0,0,2,di,ga,1,1,bendiga
bendecir,ir,de,NULL,de,c,1,1,0,2,di,gamos,1,1,bendigamos
bendecir,ir,de,NULL,de,c,3,1,0,2,di,gan,1,1,bendigan
contener,er,te,NULL,te,n,1,0,0,0,ten,go,1,1,contengo
contener,er,te,NULL,te,n,1,0,2,0,tu,ve,1,1,contuve
contener,er,te,NULL,te,n,2,0,2,0,tu,viste,1,1,contuviste
contener,er,te,NULL,te,n,3,0,2,0,tu,vo,1,1,contuvo
contener,er,te,NULL,te,n,1,1,2,0,tu,vimos,1,1,contuvimos
contener,er,te,NULL,te,n,2,1,2,0,tu,visteis,1,1,contuvisteis
contener,er,te,NULL,te,n,3,1,2,0,tu,vieron,1,1,contuvieron
contener,er,te,NULL,te,n,1,0,3,0,ten,dré,1,1,contendré
contener,er,te,NULL,te,n,2,0,3,0,ten,drás,1,1,contendrás
contener,er,te,NULL,te,n,3,0,3,0,ten,drá,1,1,contendrá
contener,er,te,NULL,te,n,1,1,3,0,ten,dremos,1,1,contendremos
contener,er,te,NULL,te,n,2,1,3,0,ten,dréis,1,1,contendréis
contener,er,te,NULL,te,n,3,1,3,0,ten,drán,1,1,contendrán
contener,er,te,NULL,te,n,1,0,4,0,ten,dría,1,1,contendría
contener,er,te,NULL,te,n,2,0,4,0,ten,drías,1,1,contendrías
contener,er,te,NULL,te,n,3,0,4,0,ten,dría,1,1,contendría
contener,er,te,NULL,te,n,1,1,4,0,ten,dríamos,1,1,contendríamos
contener,er,te,NULL,te,n,2,1,4,0,ten,dríais,1,1,contendríais
contener,er,te,NULL,te,n,3,1,4,0,ten,drían,1,1,contendrían
contener,er,te,NULL,te,n,1,0,0,1,ten,ga,1,1,contenga
contener,er,te,NULL,te,n,2,0,0,1,ten,gas,1,1,contengas
contener,er,te,NULL,te,n,3,0,0,1,ten,ga,1,1,contenga
contener,er,te,NULL,te,n,1,1,0,1,ten,gamos,1,1,contengamos
contener,er,te,NULL,te,n,2,1,0,1,ten,gáis,1,1,contengáis
contener,er,te,NULL,te,n,3,1,0,1,ten,gan,1,1,contengan
contener,er,te,NULL,te,n,1,0,1,1,tu,viera,1,1,contuviera
contener,er,te,NULL,te,n,2,0,1,1,tu,vieras,1,1,contuvieras
contener,er,te,NULL,te,n,3,0,1,1,tu,viera,1,1,contuviera
contener,er,te,NULL,te,n,1,1,1,1,tu,viéramos,1,1,contuviéramos
contener,er,te,NULL,te,n,2,1,1,1,tu,vierais,1,1,contuvierais
contener,er,te,NULL,te,n,3,1,1,1,tu,vieran,1,1,contuvieran
contener,er,te,NULL,te,n,1,0,3,1,tu,viere,1,1,contuviere
contener,er,te,NULL,te,n,2,0,3,1,tu,vieres,1,1,contuvieres
contener,er,te,NULL,te,n,3,0,3,1,tu,viere,1,1,contuviere
contener,er,te,NULL,te,n,1,1,3,1,tu,viéremos,1,1,contuviéremos
contener,er,te,NULL,te,n,2,1,3,1,tu,viereis,1,1,contuviereis
contener,er,te,NULL,te,n,3,1,3,1,tu,vieren,1,1,contuvieren
contener,er,te,NULL,te,n,3,0,0,2,ten,ga,1,1,contenga
contener,er,te,NULL,te,n,1,1,0,2,ten,gamos,1,1,contengamos
contener,er,te,NULL,te,n,3,1,0,2,ten,gan,1,1,contengan
corregir,ir,rre,r,re,g,1,0,0,0,rri,jo,1,1,corrijo
corregir,ir,rre,r,re,g,1,0,0,1,rri,ja,1,1,corrija
corregir,ir,rre,r,re,g,2,0,0,1,rri,jas,1,1,corrijas
corregir,ir,rre,r,re,g,3,0,0,1,rri,ja,1,1,corrija
corregir,ir,rre,r,re,g,1,1,0,1,rri,jamos,1,1,corrijamos
corregir,ir,rre,r,re,g,2,1,0,1,rri,jáis,1,1,corrijáis
corregir,ir,rre,r,re,g,3,1,0,1,rri,jan,1,1,corrijan
corregir,ir,rre,r,re,g,3,0,0,2,rri,ja,1,1,corrija
corregir,ir,rre,r,re,g,1,1,0,2,rri,jamos,1,1,corrijamos
corregir,ir,rre,r,re,g,3,1,0,2,rri,jan,1,1,corrijan
caer,er,ca,NULL,ca,NULL,1,0,0,0,cai,go,1,1,caigo
caer,er,ca,NULL,ca,NULL,1,0,0,1,cai,ga,1,1,caiga
caer,er,ca,NULL,ca,NULL,2,0,0,1,cai,gas,1,1,caigas
caer,er,ca,NULL,ca,NULL,3,0,0,1,cai,ga,1,1,caiga
caer,er,ca,NULL,ca,NULL,1,1,0,1,cai,gamos,1,1,caigamos
caer,er,ca,NULL,ca,NULL,2,1,0,1,cai,gáis,1,1,caigáis
caer,er,ca,NULL,ca,NULL,3,1,0,1,cai,gan,1,1,caigan
caer,er,ca,NULL,ca,NULL,3,0,0,2,cai,ga,1,1,caiga
caer,er,ca,NULL,ca,NULL,1,1,0,2,cai,gamos,1,1,caigamos
caer,er,ca,NULL,ca,NULL,3,1,0,2,cai,gan,1,1,caigan
avergonzar,ar,gon,g,on,z,1,0,0,1,güen,ce,1,1,avergüence
avergonzar,ar,gon,g,on,z,2,0,0,1,güen,ces,1,1,avergüences
avergonzar,ar,gon,g,on,z,3,0,0,1,güen,ce,1,1,avergüence
avergonzar,ar,gon,g,on,z,3,1,0,1,güen,cen,1,1,avergüencen
avergonzar,ar,gon,g,on,z,3,0,0,2,güen,ce,1,1,avergüence
avergonzar,ar,gon,g,on,z,3,1,0,2,güen,cen,1,1,avergüencen
