agregar,gre,g,1,0,0,0,0,o,agrego
agregar,gre,g,2,0,0,0,0,as,agregas
agregar,gre,g,3,0,0,0,0,a,agrega
agregar,gre,g,1,1,0,0,0,amos,agregamos
agregar,gre,g,2,1,0,0,0,áis,agregáis
agregar,gre,g,3,1,0,0,0,an,agregan
agregar,gre,g,1,0,1,0,0,aba,agregaba
agregar,gre,g,2,0,1,0,0,abas,agregabas
agregar,gre,g,3,0,1,0,0,aba,agregaba
agregar,gre,g,1,1,1,0,0,ábamos,agregábamos
agregar,gre,g,2,1,1,0,0,abais,agregabais
agregar,gre,g,3,1,1,0,0,aban,agregaban
agregar,gre,g,1,0,2,0,0,ué,agregué
agregar,gre,g,2,0,2,0,0,aste,agregaste
agregar,gre,g,3,0,2,0,0,ó,agregó
agregar,gre,g,1,1,2,0,0,amos,agregamos
agregar,gre,g,2,1,2,0,0,asteis,agregasteis
agregar,gre,g,3,1,2,0,0,aron,agregaron
agregar,gre,g,1,0,3,0,0,aré,agregaré
agregar,gre,g,2,0,3,0,0,arás,agregarás
agregar,gre,g,3,0,3,0,0,ará,agregará
agregar,gre,g,1,1,3,0,0,aremos,agregaremos
agregar,gre,g,2,1,3,0,0,aréis,agregaréis
agregar,gre,g,3,1,3,0,0,arán,agregarán
agregar,gre,g,1,0,4,0,0,aría,agregaría
agregar,gre,g,2,0,4,0,0,arías,agregarías
agregar,gre,g,3,0,4,0,0,aría,agregaría
agregar,gre,g,1,1,4,0,0,aríamos,agregaríamos
agregar,gre,g,2,1,4,0,0,aríais,agregaríais
agregar,gre,g,3,1,4,0,0,arían,agregarían
agregar,gre,g,1,0,0,1,0,ue,agregue
agregar,gre,g,2,0,0,1,0,ues,agregues
agregar,gre,g,3,0,0,1,0,ue,agregue
agregar,gre,g,1,1,0,1,0,uemos,agreguemos
agregar,gre,g,2,1,0,1,0,uéis,agreguéis
agregar,gre,g,3,1,0,1,0,uen,agreguen
agregar,gre,g,1,0,1,1,0,ara,agregara
agregar,gre,g,2,0,1,1,0,aras,agregaras
agregar,gre,g,3,0,1,1,0,ara,agregara
agregar,gre,g,1,1,1,1,0,áramos,agregáramos
agregar,gre,g,2,1,1,1,0,arais,agregarais
agregar,gre,g,3,1,1,1,0,aran,agregaran
agregar,gre,g,1,0,3,1,0,are,agregare
agregar,gre,g,2,0,3,1,0,ares,agregares
agregar,gre,g,3,0,3,1,0,are,agregare
agregar,gre,g,1,1,3,1,0,áremos,agregáremos
agregar,gre,g,2,1,3,1,0,areis,agregareis
agregar,gre,g,3,1,3,1,0,aren,agregaren
agregar,gre,g,2,0,0,2,0,a,agrega
agregar,gre,g,0,0,0,2,0,ue,agregue
agregar,gre,g,1,1,0,2,0,uemos,agreguemos
agregar,gre,g,2,1,0,2,0,ad,agregad
agregar,gre,g,0,0,0,2,0,uen,agreguen
admirar,mi,r,1,0,0,0,0,o,admiro
admirar,mi,r,2,0,0,0,0,as,admiras
admirar,mi,r,3,0,0,0,0,a,admira
admirar,mi,r,1,1,0,0,0,amos,admiramos
admirar,mi,r,2,1,0,0,0,áis,admiráis
admirar,mi,r,3,1,0,0,0,an,admiran
admirar,mi,r,1,0,1,0,0,aba,admiraba
admirar,mi,r,2,0,1,0,0,abas,admirabas
admirar,mi,r,3,0,1,0,0,aba,admiraba
admirar,mi,r,1,1,1,0,0,ábamos,admirábamos
admirar,mi,r,2,1,1,0,0,abais,admirabais
admirar,mi,r,3,1,1,0,0,aban,admiraban
admirar,mi,r,1,0,2,0,0,é,admiré
admirar,mi,r,2,0,2,0,0,aste,admiraste
admirar,mi,r,3,0,2,0,0,ó,admiró
admirar,mi,r,1,1,2,0,0,amos,admiramos
admirar,mi,r,2,1,2,0,0,asteis,admirasteis
admirar,mi,r,3,1,2,0,0,aron,admiraron
admirar,mi,r,1,0,3,0,0,aré,admiraré
admirar,mi,r,2,0,3,0,0,arás,admirarás
admirar,mi,r,3,0,3,0,0,ará,admirará
admirar,mi,r,1,1,3,0,0,aremos,admiraremos
admirar,mi,r,2,1,3,0,0,aréis,admiraréis
admirar,mi,r,3,1,3,0,0,arán,admirarán
admirar,mi,r,1,0,4,0,0,aría,admiraría
admirar,mi,r,2,0,4,0,0,arías,admirarías
admirar,mi,r,3,0,4,0,0,aría,admiraría
admirar,mi,r,1,1,4,0,0,aríamos,admiraríamos
admirar,mi,r,2,1,4,0,0,aríais,admiraríais
admirar,mi,r,3,1,4,0,0,arían,admirarían
admirar,mi,r,1,0,0,1,0,e,admire
admirar,mi,r,2,0,0,1,0,es,admires
admirar,mi,r,3,0,0,1,0,e,admire
admirar,mi,r,1,1,0,1,0,emos,admiremos
admirar,mi,r,2,1,0,1,0,éis,admiréis
admirar,mi,r,3,1,0,1,0,en,admiren
admirar,mi,r,1,0,1,1,0,ara,admirara
admirar,mi,r,2,0,1,1,0,aras,admiraras
admirar,mi,r,3,0,1,1,0,ara,admirara
admirar,mi,r,1,1,1,1,0,áramos,admiráramos
admirar,mi,r,2,1,1,1,0,arais,admirarais
admirar,mi,r,3,1,1,1,0,aran,admiraran
admirar,mi,r,1,0,3,1,0,are,admirare
admirar,mi,r,2,0,3,1,0,ares,admirares
admirar,mi,r,3,0,3,1,0,are,admirare
admirar,mi,r,1,1,3,1,0,áremos,admiráremos
admirar,mi,r,2,1,3,1,0,areis,admirareis
admirar,mi,r,3,1,3,1,0,aren,admiraren
admirar,mi,r,2,0,0,2,0,a,admira
admirar,mi,r,0,0,0,2,0,e,admire
admirar,mi,r,1,1,0,2,0,emos,admiremos
admirar,mi,r,2,1,0,2,0,ad,admirad
admirar,mi,r,0,0,0,2,0,en,admiren
admitir,mi,t,1,0,0,0,0,o,admito
