entretener,te,n,er,1,0,0,0,go,"*te&#331.",entretengo
entretener,te,n,er,2,0,0,0,nes,*tje,entretienes
entretener,te,n,er,3,0,0,0,ne,*tje,entretiene
entretener,te,n,er,1,1,0,0,*nemos,0,entretenemos
entretener,te,n,er,2,1,0,0,*nejs,0,entretenéis
entretener,te,n,er,3,1,0,0,nen,*tje,entretienen
entretener,te,n,er,1,0,1,0,*nia,0,entretenía
entretener,te,n,er,2,0,1,0,*nias,0,entretenías
entretener,te,n,er,3,0,1,0,*nia,0,entretenía
entretener,te,n,er,1,1,1,0,*niamos,0,entreteníamos
entretener,te,n,er,2,1,1,0,*niajs,0,entreteníais
entretener,te,n,er,3,1,1,0,*nian,0,entretenían
entretener,te,n,er,1,0,2,0,"&beta.e",*tu,entretuve
entretener,te,n,er,2,0,2,0,"*&beta.iste",tu,entretuviste
entretener,te,n,er,3,0,2,0,"&beta.o",*tu,entretuvo
entretener,te,n,er,1,1,2,0,"*&beta.imos",tu,entretuvimos
entretener,te,n,er,2,1,2,0,"&beta.is*tejs",tu,entretuvisteis
entretener,te,n,er,3,1,2,0,"*&beta.jeron",tu,entretuvieron
entretener,te,n,er,1,0,1,0,*dre,teN,entretendré
entretener,te,n,er,2,0,1,0,*dras,teN,entretendrás
entretener,te,n,er,3,0,1,0,*dra,teN,entretendrá
entretener,te,n,er,1,1,1,0,*dremos,teN,entretendremos
entretener,te,n,er,2,1,1,0,*drejs,teN,entretendréis
entretener,te,n,er,3,1,1,0,*dran,teN,entretendrán
entretener,te,n,er,1,0,2,0,*dria,teN,entretendría
entretener,te,n,er,2,0,2,0,*drias,teN,entretendrías
entretener,te,n,er,3,0,2,0,*dria,teN,entretendría
entretener,te,n,er,1,1,2,0,*driamos,teN,entretendríamos
entretener,te,n,er,2,1,2,0,*driajs,teN,entretendríais
entretener,te,n,er,3,1,2,0,*drian,teN,entretendrían
entretener,te,n,er,1,0,0,1,ga,"*te&#331.",entretenga
entretener,te,n,er,2,0,0,1,gas,"*te&#331.",entretengas
entretener,te,n,er,3,0,0,1,ga,"*te&#331.",entretenga
entretener,te,n,er,1,1,0,1,*gamos,"te&#331.",entretengamos
entretener,te,n,er,2,1,0,1,*gajs,"te&#331.",entretengáis
entretener,te,n,er,3,1,0,1,gan,"*te&#331.",entretengan
entretener,te,n,er,1,0,1,1,"*&beta.jera",tu,entretuviera
entretener,te,n,er,2,0,1,1,"*&beta.jeras",tu,entretuvieras
entretener,te,n,er,3,0,1,1,"*&beta.jera",tu,entretuviera
entretener,te,n,er,1,1,1,1,"*&beta.jeramos",tu,entretuviéramos
entretener,te,n,er,2,1,1,1,"&beta.je*rajs",tu,entretuvierais
entretener,te,n,er,3,1,1,1,"*&beta.jeran",tu,entretuvieran
entretener,te,n,er,1,0,1,1,"*&beta.jere",tu,entretuviere
entretener,te,n,er,2,0,1,1,"*&beta.jeres",tu,entretuvieres
entretener,te,n,er,3,0,1,1,"*&beta.jere",tu,entretuviere
entretener,te,n,er,1,1,1,1,"*&beta.jeremos",tu,entretuviéremos
entretener,te,n,er,2,1,1,1,"&beta.je*rejs",tu,entretuviereis
entretener,te,n,er,3,1,1,1,"*&beta.jeren",tu,entretuvieren
entretener,te,n,er,0,0,0,2,-,-,–
entretener,te,n,er,2,0,0,2,-,*ten,entretén
entretener,te,n,er,0,0,0,2,ga,"*te&#331.",entretenga
entretener,te,n,er,1,1,0,2,*gamos,"te&#331.",entretengamos
entretener,te,n,er,2,1,0,2,*ned,0,entretened
entretener,te,n,er,0,0,0,2,gan,"*te&#331.",entretengan
aparecer,re,"&theta.",er,1,0,0,0,ko,"*re&theta.",aparezco
aparecer,re,"&theta.",er,2,0,0,0,"&theta.es",0,apareces
aparecer,re,"&theta.",er,3,0,0,0,"&theta.e",0,aparece
aparecer,re,"&theta.",er,1,1,0,0,"*&theta.emos",0,aparecemos
